variable,state,year,prop,ciLB,ciUB,n,label
qn17,MD,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MD,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MD,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MD,2003,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MD,2005,0.11664739801762695,0.09022811156332462,0.1495309478087953,1407,Were threatened or injured with a weapon on school property
qn17,MD,2007,0.09600627296594343,0.07891212302221248,0.11633570669290559,1522,Were threatened or injured with a weapon on school property
qn17,MD,2009,0.09114543340410998,0.0773858797799178,0.10706758412860083,1644,Were threatened or injured with a weapon on school property
qn17,MD,2011,0.08367871407365776,0.06992450983840219,0.09984793674129161,2872,Were threatened or injured with a weapon on school property
qn17,MD,2013,0.09426883889699317,0.0896029260866884,0.09915125906608127,53517,Were threatened or injured with a weapon on school property
qn17,MD,2015,0.07247021626838819,0.06934310397916327,0.07572687474700833,55412,Were threatened or injured with a weapon on school property
qn17,ME,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ME,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ME,1995,0.06575429259767368,0.05075980175307767,0.0847825534029641,1388,Were threatened or injured with a weapon on school property
qn17,ME,1997,0.07528740237027484,0.05761076448818913,0.09782473333095602,1834,Were threatened or injured with a weapon on school property
qn17,ME,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ME,2001,0.086928987942705,0.06894347811098551,0.10905685845012404,1344,Were threatened or injured with a weapon on school property
qn17,ME,2003,0.0846965279980655,0.06783093064629483,0.10528199050616552,1667,Were threatened or injured with a weapon on school property
qn17,ME,2005,0.07062075189694085,0.054122756426744155,0.09166041968742303,1370,Were threatened or injured with a weapon on school property
qn17,ME,2007,0.06791936199490128,0.05366570010966059,0.08561630441445317,1319,Were threatened or injured with a weapon on school property
qn17,ME,2009,0.07674151810494773,0.07061334445353047,0.08335382636345096,9136,Were threatened or injured with a weapon on school property
qn17,ME,2011,0.06788431493434662,0.06144882809539929,0.07493997000956698,9791,Were threatened or injured with a weapon on school property
qn17,ME,2013,0.052610206196459654,0.046513956968180475,0.05945562493733928,8934,Were threatened or injured with a weapon on school property
qn17,ME,2015,0.05198951372190064,0.0442209431507499,0.06103568519395702,9578,Were threatened or injured with a weapon on school property
qn17,MI,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MI,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MI,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MI,1997,0.09247294609786884,0.08068166091883339,0.10578917795221497,3928,Were threatened or injured with a weapon on school property
qn17,MI,1999,0.09248672910952255,0.08073522274581718,0.10575196335538341,2688,Were threatened or injured with a weapon on school property
qn17,MI,2001,0.09031039984218615,0.07848129099283473,0.10372177375746254,3624,Were threatened or injured with a weapon on school property
qn17,MI,2003,0.09725385967362088,0.08548647021655181,0.11044543137161215,3439,Were threatened or injured with a weapon on school property
qn17,MI,2005,0.08612523412942748,0.07171229688268779,0.10311315567289826,3240,Were threatened or injured with a weapon on school property
qn17,MI,2007,0.08121839779057898,0.06790769135140132,0.09686701514288662,3528,Were threatened or injured with a weapon on school property
qn17,MI,2009,0.09392772659924316,0.08011047661548286,0.10984356803503323,3410,Were threatened or injured with a weapon on school property
qn17,MI,2011,0.06784014326964144,0.057708115112551195,0.07960081383330418,4192,Were threatened or injured with a weapon on school property
qn17,MI,2013,0.06689437030930248,0.057157463222349804,0.07815249168999037,4255,Were threatened or injured with a weapon on school property
qn17,MI,2015,0.06578393609530733,0.05331590417640957,0.08091842334778548,4808,Were threatened or injured with a weapon on school property
qn17,MO,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MO,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MO,1995,0.08426006549064367,0.07264716088841167,0.09753409123971402,4892,Were threatened or injured with a weapon on school property
qn17,MO,1997,0.07547839863221437,0.061292225563720056,0.09262400167015092,1483,Were threatened or injured with a weapon on school property
qn17,MO,1999,0.08855532061616238,0.07435097917525882,0.10516501763478954,1650,Were threatened or injured with a weapon on school property
qn17,MO,2001,0.08926113858167353,0.07343912437150707,0.10809423819587732,1646,Were threatened or injured with a weapon on school property
qn17,MO,2003,0.07499183240629687,0.05870651382472133,0.09533717970465602,1545,Were threatened or injured with a weapon on school property
qn17,MO,2005,0.09088505957428812,0.0709431783466026,0.11573423579224343,1873,Were threatened or injured with a weapon on school property
qn17,MO,2007,0.09334902070768596,0.07304607796426899,0.11857325224067851,1558,Were threatened or injured with a weapon on school property
qn17,MO,2009,0.07783639688270083,0.06277052373625375,0.09614734941674984,1619,Were threatened or injured with a weapon on school property
qn17,MO,2011,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MO,2013,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MO,2015,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MS,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MS,1993,0.08201300744306385,0.06665677799269172,0.10052593624353824,1393,Were threatened or injured with a weapon on school property
qn17,MS,1995,0.07805580566633145,0.06294739198843186,0.09641736578275295,1271,Were threatened or injured with a weapon on school property
qn17,MS,1997,0.09079475577207859,0.07360206328539219,0.11152003442039175,1530,Were threatened or injured with a weapon on school property
qn17,MS,1999,0.08143860851640948,0.06961704245682865,0.09506246943844014,1563,Were threatened or injured with a weapon on school property
qn17,MS,2001,0.08097212473012949,0.06770406646537079,0.09657100737111504,1802,Were threatened or injured with a weapon on school property
qn17,MS,2003,0.06613315937606713,0.052624684874260336,0.08280610260508703,1484,Were threatened or injured with a weapon on school property
qn17,MS,2005,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MS,2007,0.08274798699510855,0.06751717522586966,0.10104232899061398,1608,Were threatened or injured with a weapon on school property
qn17,MS,2009,0.07957327307298223,0.06453466760560786,0.0977501516993877,1792,Were threatened or injured with a weapon on school property
qn17,MS,2011,0.074564443465126,0.05998963503537594,0.09233246357790433,1827,Were threatened or injured with a weapon on school property
qn17,MS,2013,0.08783840455391224,0.07155651606101733,0.10739651183092998,1581,Were threatened or injured with a weapon on school property
qn17,MS,2015,0.10054237178210904,0.08100740541002442,0.12415178595518664,2151,Were threatened or injured with a weapon on school property
qn17,MT,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,MT,1993,0.0667481791549502,0.05555511773763238,0.08000534519137147,2510,Were threatened or injured with a weapon on school property
qn17,MT,1995,0.06280906270090765,0.05118640740289887,0.07685704338648855,2532,Were threatened or injured with a weapon on school property
qn17,MT,1997,0.0713782905225086,0.06030319765724915,0.08430491779838714,2457,Were threatened or injured with a weapon on school property
qn17,MT,1999,0.0645514098405668,0.05492404869598136,0.07573107710327945,2916,Were threatened or injured with a weapon on school property
qn17,MT,2001,0.08545013514900407,0.06964153297421088,0.10444442469850752,2732,Were threatened or injured with a weapon on school property
qn17,MT,2003,0.07094784642900971,0.060498403080467104,0.08304261383056023,2758,Were threatened or injured with a weapon on school property
qn17,MT,2005,0.07969432624821379,0.06849914526752682,0.09253743000119038,3054,Were threatened or injured with a weapon on school property
qn17,MT,2007,0.070251304126504,0.060041048092756656,0.08204630440226811,4009,Were threatened or injured with a weapon on school property
qn17,MT,2009,0.07444141105522567,0.05748361894893259,0.09589281914378525,1850,Were threatened or injured with a weapon on school property
qn17,MT,2011,0.07509265714377807,0.06443709963726652,0.08734574982061225,4145,Were threatened or injured with a weapon on school property
qn17,MT,2013,0.06306955070469314,0.055856049718060984,0.07114443759347361,4885,Were threatened or injured with a weapon on school property
qn17,MT,2015,0.05531888218261395,0.04682264321613828,0.06525127381229806,4459,Were threatened or injured with a weapon on school property
qn17,NC,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NC,1993,0.0950963234690714,0.08161402479961498,0.1105377717948433,2437,Were threatened or injured with a weapon on school property
qn17,NC,1995,0.07975015220875047,0.06406434356306032,0.09887083274276848,1777,Were threatened or injured with a weapon on school property
qn17,NC,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NC,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NC,2001,0.07566172259734714,0.0634119030173645,0.09005042136776614,2545,Were threatened or injured with a weapon on school property
qn17,NC,2003,0.0716850146957701,0.056754580009215884,0.09016773490999688,2541,Were threatened or injured with a weapon on school property
qn17,NC,2005,0.07857874563744383,0.06276960638871568,0.09795343038652612,3870,Were threatened or injured with a weapon on school property
qn17,NC,2007,0.06640583264970225,0.05596606523217873,0.07863080356301604,3505,Were threatened or injured with a weapon on school property
qn17,NC,2009,0.06793848829013023,0.05722090807115743,0.08049210213562068,5698,Were threatened or injured with a weapon on school property
qn17,NC,2011,0.09113873219964845,0.07443554112406994,0.11114001461484406,2272,Were threatened or injured with a weapon on school property
qn17,NC,2013,0.06900143060024667,0.059346855087250114,0.08009288588943653,1843,Were threatened or injured with a weapon on school property
qn17,NC,2015,0.0491007429956832,0.03599960052551778,0.06664012037849489,6110,Were threatened or injured with a weapon on school property
qn17,ND,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ND,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ND,1995,0.06030679250523424,0.03998106893292079,0.08999708924252268,1515,Were threatened or injured with a weapon on school property
qn17,ND,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ND,1999,0.07976614799890432,0.06233461823936898,0.10154441044940225,1821,Were threatened or injured with a weapon on school property
qn17,ND,2001,0.0894314046452358,0.07331469244287589,0.10867555039880299,1599,Were threatened or injured with a weapon on school property
qn17,ND,2003,0.05892857077949006,0.04366672368010213,0.07908344490282623,1665,Were threatened or injured with a weapon on school property
qn17,ND,2005,0.06584864944614424,0.05419665404369581,0.07979441374490143,1724,Were threatened or injured with a weapon on school property
qn17,ND,2007,0.05161542107946483,0.04141676711771261,0.06415735428157143,1765,Were threatened or injured with a weapon on school property
qn17,ND,2009,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ND,2011,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ND,2013,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,ND,2015,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NE,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NE,1993,0.058274563582534314,0.0466969926957265,0.07250424559326822,3177,Were threatened or injured with a weapon on school property
qn17,NE,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NE,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NE,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NE,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NE,2003,0.08827854174973873,0.07380187124306556,0.10527213632399907,2920,Were threatened or injured with a weapon on school property
qn17,NE,2005,0.09723529251581658,0.08453732373132582,0.11160803794045407,3741,Were threatened or injured with a weapon on school property
qn17,NE,2007,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NE,2009,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NE,2011,0.06407332493085638,0.054149831717355906,0.07566990668720729,2726,Were threatened or injured with a weapon on school property
qn17,NE,2013,0.06351791249401628,0.052371375634595776,0.07684445834099282,1806,Were threatened or injured with a weapon on school property
qn17,NE,2015,0.0708330424033554,0.05515242367118764,0.09054465305272982,1659,Were threatened or injured with a weapon on school property
qn17,NH,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NH,1993,0.0677161470267867,0.056002270919690095,0.08166821809624542,2684,Were threatened or injured with a weapon on school property
qn17,NH,1995,0.059608447137968236,0.04894088600808784,0.07242413268310179,2088,Were threatened or injured with a weapon on school property
qn17,NH,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NH,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NH,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NH,2003,0.07492438804876643,0.058039107621992166,0.09622029348321215,1326,Were threatened or injured with a weapon on school property
qn17,NH,2005,0.08608593637734709,0.06921799237342609,0.10659373263015161,1269,Were threatened or injured with a weapon on school property
qn17,NH,2007,0.07308209207610357,0.059798576479810905,0.08903693928668514,1637,Were threatened or injured with a weapon on school property
qn17,NH,2009,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NH,2011,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NH,2013,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NH,2015,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NJ,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NJ,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NJ,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NJ,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NJ,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NJ,2001,0.11188678700211457,0.08645415358532804,0.14362482027334703,2068,Were threatened or injured with a weapon on school property
qn17,NJ,2003,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NJ,2005,0.07963992223523611,0.060303174962178026,0.10448771665373462,1495,Were threatened or injured with a weapon on school property
qn17,NJ,2007,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NJ,2009,0.06569873413225366,0.05098624570585452,0.08427960441299981,1746,Were threatened or injured with a weapon on school property
qn17,NJ,2011,0.05665956343182316,0.045513719988533125,0.07033377923142417,1648,Were threatened or injured with a weapon on school property
qn17,NJ,2013,0.06190973522728281,0.04873137602969347,0.07835834058260485,1701,Were threatened or injured with a weapon on school property
qn17,NJ,2015,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NV,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NV,1993,0.10270124442459971,0.08810846572582622,0.11939447545174564,2026,Were threatened or injured with a weapon on school property
qn17,NV,1995,0.09517502896089557,0.07982896752999744,0.11310854035007735,1536,Were threatened or injured with a weapon on school property
qn17,NV,1997,0.08467615181921656,0.07040877853841597,0.10151888246424143,1464,Were threatened or injured with a weapon on school property
qn17,NV,1999,0.09438925364667097,0.07664245313771628,0.11573033310383356,1674,Were threatened or injured with a weapon on school property
qn17,NV,2001,0.08822762995596464,0.07113300121093473,0.10894857204094248,1461,Were threatened or injured with a weapon on school property
qn17,NV,2003,0.06025437392632649,0.04855586867313104,0.07455054107957537,1981,Were threatened or injured with a weapon on school property
qn17,NV,2005,0.08057074599832748,0.063632127785676,0.10152945107156822,1555,Were threatened or injured with a weapon on school property
qn17,NV,2007,0.07776138726277516,0.06405691478829653,0.09410303365691035,1780,Were threatened or injured with a weapon on school property
qn17,NV,2009,0.10664063481342631,0.09076521197090281,0.1249113049120935,2068,Were threatened or injured with a weapon on school property
qn17,NV,2011,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NV,2013,0.06351636478226699,0.049632703595949464,0.08095286427423139,2131,Were threatened or injured with a weapon on school property
qn17,NV,2015,0.06857653837316868,0.053605176150812,0.08734334593661067,1445,Were threatened or injured with a weapon on school property
qn17,NY,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NY,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NY,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NY,1997,0.06896656652523633,0.05824206203393916,0.08149495944299594,3738,Were threatened or injured with a weapon on school property
qn17,NY,1999,0.09253944592898067,0.0805413355917553,0.10611861071396603,3308,Were threatened or injured with a weapon on school property
qn17,NY,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,NY,2003,0.0719732178601226,0.06254075405550813,0.08270279275625225,9271,Were threatened or injured with a weapon on school property
qn17,NY,2005,0.07229043516360042,0.0626662142271218,0.08326144056404364,9696,Were threatened or injured with a weapon on school property
qn17,NY,2007,0.07335621201999487,0.06328546056002309,0.08488431927757242,13390,Were threatened or injured with a weapon on school property
qn17,NY,2009,0.07490846675878812,0.06393480763389943,0.08758938302030822,14789,Were threatened or injured with a weapon on school property
qn17,NY,2011,0.07318013270075911,0.0619161456370535,0.08630477402317006,13155,Were threatened or injured with a weapon on school property
qn17,NY,2013,0.07254921969887865,0.062256411900937635,0.08439058827583483,10614,Were threatened or injured with a weapon on school property
qn17,NY,2015,0.08345635882322694,0.07189663817572195,0.09668106864414557,10769,Were threatened or injured with a weapon on school property
qn17,OK,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,OK,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,OK,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,OK,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,OK,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,OK,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,OK,2003,0.07428603842843146,0.05320385112284732,0.10281493778891768,1380,Were threatened or injured with a weapon on school property
qn17,OK,2005,0.06015222729820471,0.04829727962605377,0.07468869989918775,1714,Were threatened or injured with a weapon on school property
qn17,OK,2007,0.07013232423438645,0.05749729301078482,0.08529263754578556,2612,Were threatened or injured with a weapon on school property
qn17,OK,2009,0.05830889046298102,0.04341896081236361,0.07788933614080566,1413,Were threatened or injured with a weapon on school property
qn17,OK,2011,0.056841008155783516,0.04082412484343568,0.07862681062311214,1145,Were threatened or injured with a weapon on school property
qn17,OK,2013,0.045844140297166,0.03519327621589196,0.05951952149440519,1472,Were threatened or injured with a weapon on school property
qn17,OK,2015,0.05133074561081095,0.03823175759256359,0.06859761382090215,1609,Were threatened or injured with a weapon on school property
qn17,PA,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,2003,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,2005,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,2007,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,2009,0.0562758476639879,0.04298677169948306,0.07335824403789772,2079,Were threatened or injured with a weapon on school property
qn17,PA,2011,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,2013,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,PA,2015,0.04974090131190547,0.04063096788553538,0.06076401715570578,2889,Were threatened or injured with a weapon on school property
qn17,RI,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,RI,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,RI,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,RI,1997,0.0822014491346553,0.061602974711213655,0.10888831765228721,1525,Were threatened or injured with a weapon on school property
qn17,RI,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,RI,2001,0.08592272762855892,0.06929766857356137,0.1060816616901174,1392,Were threatened or injured with a weapon on school property
qn17,RI,2003,0.08164646706341525,0.06774722424827292,0.09809726008740172,1810,Were threatened or injured with a weapon on school property
qn17,RI,2005,0.08671210908972457,0.07266678827844679,0.1031701375423264,2356,Were threatened or injured with a weapon on school property
qn17,RI,2007,0.08279143360884246,0.07185780960961591,0.09521800756722165,2209,Were threatened or injured with a weapon on school property
qn17,RI,2009,0.06532104325341474,0.05114957753971144,0.08307508112676415,3213,Were threatened or injured with a weapon on school property
qn17,RI,2011,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,RI,2013,0.06424159602023241,0.04961214150438687,0.08280905627874312,2446,Were threatened or injured with a weapon on school property
qn17,RI,2015,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,SC,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,SC,1993,0.09788261275904755,0.08681484463503168,0.11019111747028133,4249,Were threatened or injured with a weapon on school property
qn17,SC,1995,0.10709493127806247,0.0975559453054506,0.11744525070821178,5523,Were threatened or injured with a weapon on school property
qn17,SC,1997,0.09070171345316083,0.08095659059269107,0.10149036008168144,5538,Were threatened or injured with a weapon on school property
qn17,SC,1999,0.08625727291974654,0.0764235257634681,0.09722316992141075,4592,Were threatened or injured with a weapon on school property
qn17,SC,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,SC,2003,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,SC,2005,0.10138090898915021,0.0819122546993868,0.12484756979600356,1302,Were threatened or injured with a weapon on school property
qn17,SC,2007,0.09800561578259476,0.08163438953944069,0.11724084730899267,1237,Were threatened or injured with a weapon on school property
qn17,SC,2009,0.08826534506973652,0.06410660089882707,0.1203575491666097,1100,Were threatened or injured with a weapon on school property
qn17,SC,2011,0.09202664583335075,0.07312453158964828,0.11520748824347794,1487,Were threatened or injured with a weapon on school property
qn17,SC,2013,0.06456739667434429,0.050728542268067674,0.08185597741145838,1606,Were threatened or injured with a weapon on school property
qn17,SC,2015,0.05327862416268576,0.03957049917585195,0.07138260820417007,1350,Were threatened or injured with a weapon on school property
qn17,SD,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,SD,1993,0.06322376916333634,0.044965932007822805,0.0882102423192183,1347,Were threatened or injured with a weapon on school property
qn17,SD,1995,0.055434459501955385,0.03917368636525458,0.07789775892914907,1192,Were threatened or injured with a weapon on school property
qn17,SD,1997,0.05248015387866569,0.04407936302062603,0.062377520514030636,1604,Were threatened or injured with a weapon on school property
qn17,SD,1999,0.06771505963281718,0.056754561490986864,0.08061136322728434,1673,Were threatened or injured with a weapon on school property
qn17,SD,2001,0.07137779022026274,0.05749491829144369,0.08829880528623026,1609,Were threatened or injured with a weapon on school property
qn17,SD,2003,0.0652065725494126,0.05280279919320528,0.08027713914513113,1823,Were threatened or injured with a weapon on school property
qn17,SD,2005,0.08074384996496868,0.06218200666412227,0.10423073570729806,1586,Were threatened or injured with a weapon on school property
qn17,SD,2007,0.05933285363107269,0.04362275764914889,0.08022610651132293,1605,Were threatened or injured with a weapon on school property
qn17,SD,2009,0.06789510990145463,0.0541032537473308,0.08488723348711796,2170,Were threatened or injured with a weapon on school property
qn17,SD,2011,0.06048883590906407,0.04750602407550607,0.07673385663680256,1543,Were threatened or injured with a weapon on school property
qn17,SD,2013,0.04957219784869666,0.03526511952068617,0.06926691683508764,1315,Were threatened or injured with a weapon on school property
qn17,SD,2015,0.07264241265915651,0.053935400484242786,0.0971713582434002,1311,Were threatened or injured with a weapon on school property
qn17,TN,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,TN,1993,0.08712149416709965,0.07370303550912338,0.10271204392174217,3228,Were threatened or injured with a weapon on school property
qn17,TN,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,TN,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,TN,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,TN,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,TN,2003,0.08418126321895195,0.06349169377585083,0.11081502848454683,1934,Were threatened or injured with a weapon on school property
qn17,TN,2005,0.07398695793942305,0.058763220775060916,0.09276598462109524,1535,Were threatened or injured with a weapon on school property
qn17,TN,2007,0.07261869903787763,0.0587843100855932,0.08939964735038562,2065,Were threatened or injured with a weapon on school property
qn17,TN,2009,0.06999182738537033,0.05617883264010843,0.08688843607433461,2211,Were threatened or injured with a weapon on school property
qn17,TN,2011,0.058228425496868345,0.04914645115408246,0.0688671418247845,2628,Were threatened or injured with a weapon on school property
qn17,TN,2013,0.09288931363527753,0.076131624546161,0.11288491483341614,1884,Were threatened or injured with a weapon on school property
qn17,TN,2015,0.10172985548522578,0.08320241018807334,0.12382574962000241,4099,Were threatened or injured with a weapon on school property
qn17,UT,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,UT,1993,0.0811919313774983,0.06950748982088399,0.09464078767159503,4415,Were threatened or injured with a weapon on school property
qn17,UT,1995,0.07089783259669447,0.06110932717576473,0.08211712932155184,3290,Were threatened or injured with a weapon on school property
qn17,UT,1997,0.07450511526062685,0.05843495995923747,0.09455091671611146,1388,Were threatened or injured with a weapon on school property
qn17,UT,1999,0.07247463404979612,0.05716544928821376,0.09148587056436026,1509,Were threatened or injured with a weapon on school property
qn17,UT,2001,0.07823599411964519,0.06138862267350641,0.09921818019087754,1069,Were threatened or injured with a weapon on school property
qn17,UT,2003,0.07312745925193705,0.05105823530040525,0.10369343792804799,1443,Were threatened or injured with a weapon on school property
qn17,UT,2005,0.09822858263589408,0.07497265566714922,0.12770243030560252,1541,Were threatened or injured with a weapon on school property
qn17,UT,2007,0.11414718266425121,0.08208269842733204,0.1566003107684812,1963,Were threatened or injured with a weapon on school property
qn17,UT,2009,0.07720776725551948,0.059449719168725754,0.09970794257170688,1594,Were threatened or injured with a weapon on school property
qn17,UT,2011,0.0703691166211443,0.05432193792589529,0.09070210331627804,1713,Were threatened or injured with a weapon on school property
qn17,UT,2013,0.05506679358190543,0.043786997392345574,0.0690425269959639,2191,Were threatened or injured with a weapon on school property
qn17,UT,2015,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,1993,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,1997,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,1999,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,2001,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,2003,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,2005,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,2007,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,2009,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,VA,2011,0.0697902409997473,0.055226495019785556,0.08783751562798375,1415,Were threatened or injured with a weapon on school property
qn17,VA,2013,0.060665808813589836,0.052983356573023034,0.06938058764821346,6849,Were threatened or injured with a weapon on school property
qn17,VA,2015,0.06405409240555854,0.052634836378118825,0.07774746803100908,5163,Were threatened or injured with a weapon on school property
qn17,WI,1991,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,WI,1993,0.07918537476075053,0.06803163560872576,0.0919872702158504,3312,Were threatened or injured with a weapon on school property
qn17,WI,1995,NA,NA,NA,0,Were threatened or injured with a weapon on school property
qn17,WI,1997,0.07811218536098327,0.05781606568005131,0.10474112235550113,1325,Were threatened or injured with a weapon on school property
qn17,WI,1999,0.0758438437392468,0.058481572764642914,0.09782513413870048,1336,Were threatened or injured with a weapon on school property
qn17,WI,2001,0.08413616213780016,0.06844805956570811,0.10302228109421731,2114,Were threatened or injured with a weapon on school property
qn17,WI,2003,0.0546180627514245,0.04157789074149752,0.07144318924668476,2119,Were threatened or injured with a weapon on school property
qn17,WI,2005,0.0757965844264546,0.06027446361996704,0.09491229458577485,2379,Were threatened or injured with a weapon on school property
qn17,WI,2007,0.056433569125045414,0.04380866036793134,0.0724212004670688,2087,Were threatened or injured with a weapon on school property
